Date,Close
3/29/2019 16:00:00,97.53
4/1/2019 16:00:00,97.82
4/2/2019 16:00:00,96.94
4/3/2019 16:00:00,97.19
4/4/2019 16:00:00,98.11
4/5/2019 16:00:00,98.83
4/8/2019 16:00:00,99.23
4/9/2019 16:00:00,98.69
4/10/2019 16:00:00,99.6
4/11/2019 16:00:00,100.8
4/12/2019 16:00:00,101.56
4/15/2019 16:00:00,102.43
4/16/2019 16:00:00,102.93
4/17/2019 16:00:00,103.16
4/18/2019 16:00:00,103.18
4/22/2019 16:00:00,102.37
4/23/2019 16:00:00,103.07
4/24/2019 16:00:00,103.53
4/25/2019 16:00:00,103.52
4/26/2019 16:00:00,101.53
4/29/2019 16:00:00,101.56
4/30/2019 16:00:00,102.84
5/1/2019 16:00:00,101.36
5/2/2019 16:00:00,101.15
5/3/2019 16:00:00,102.08
5/6/2019 16:00:00,102.46
5/7/2019 16:00:00,101.3
5/8/2019 16:00:00,100.3
5/9/2019 16:00:00,99.54
5/10/2019 16:00:00,101.91
5/13/2019 16:00:00,99.89
5/14/2019 16:00:00,100.29
5/15/2019 16:00:00,99.88
5/16/2019 16:00:00,101.31
5/17/2019 16:00:00,100.86
5/20/2019 16:00:00,101.52
5/21/2019 16:00:00,101.12
5/22/2019 16:00:00,102.23
5/23/2019 16:00:00,101.86
5/24/2019 16:00:00,102.67
5/28/2019 16:00:00,102.42
5/29/2019 16:00:00,102.12
5/30/2019 16:00:00,102.19
5/31/2019 16:00:00,101.44
6/3/2019 16:00:00,101.96
6/4/2019 16:00:00,102.56
6/5/2019 16:00:00,104.42
6/6/2019 16:00:00,105.11
6/7/2019 16:00:00,106.06
6/10/2019 16:00:00,107.52
6/11/2019 16:00:00,107.94
6/12/2019 16:00:00,108.82
6/13/2019 16:00:00,108.65
6/14/2019 16:00:00,109.07
6/17/2019 16:00:00,109.16
6/18/2019 16:00:00,109.65
6/19/2019 16:00:00,109.62
6/20/2019 16:00:00,110.32
6/21/2019 16:00:00,111.13
6/24/2019 16:00:00,111.24
6/25/2019 16:00:00,110.72
6/26/2019 16:00:00,110.16
6/27/2019 16:00:00,110.1
6/28/2019 16:00:00,110.49
7/1/2019 16:00:00,110.62
7/2/2019 16:00:00,111.6
7/3/2019 13:00:00,112.32
7/5/2019 16:00:00,111.98
7/8/2019 16:00:00,112.72
7/9/2019 16:00:00,112.88
7/10/2019 16:00:00,112.98
7/11/2019 16:00:00,113.92
7/12/2019 16:00:00,114.6
7/15/2019 16:00:00,114.98
7/16/2019 16:00:00,114.76
7/17/2019 16:00:00,114.6
7/18/2019 16:00:00,114.72
7/19/2019 16:00:00,113.9
7/22/2019 16:00:00,112.82
7/23/2019 16:00:00,112.09
7/24/2019 16:00:00,112
7/25/2019 16:00:00,112.22
7/26/2019 16:00:00,113.02
7/29/2019 16:00:00,112.27
7/30/2019 16:00:00,112.06
7/31/2019 16:00:00,110.38
8/1/2019 16:00:00,109.38
8/2/2019 16:00:00,109.4
8/5/2019 16:00:00,105.82
8/6/2019 16:00:00,107.27
8/7/2019 16:00:00,108.2
8/8/2019 16:00:00,108.52
8/9/2019 16:00:00,107.28
8/12/2019 16:00:00,105.12
8/13/2019 16:00:00,107.41
8/14/2019 16:00:00,106.2
8/15/2019 16:00:00,112.69
8/16/2019 16:00:00,112.99
8/19/2019 16:00:00,113.81
8/20/2019 16:00:00,112.05
8/21/2019 16:00:00,112.02
8/22/2019 16:00:00,111.91
8/23/2019 16:00:00,110.83
8/26/2019 16:00:00,111.99
8/27/2019 16:00:00,112.42
8/28/2019 16:00:00,112.72
8/29/2019 16:00:00,114.08
8/30/2019 16:00:00,114.26
9/3/2019 16:00:00,114.64
9/4/2019 16:00:00,115.91
9/5/2019 16:00:00,115.44
9/6/2019 16:00:00,114.73
9/9/2019 16:00:00,116.33
9/10/2019 16:00:00,116.05
9/11/2019 16:00:00,116.02
9/12/2019 16:00:00,116.92
9/13/2019 16:00:00,117.43
9/16/2019 16:00:00,115.57
9/17/2019 16:00:00,116.51
9/18/2019 16:00:00,117.16
9/19/2019 16:00:00,117.11
9/20/2019 16:00:00,116.98
9/23/2019 16:00:00,117.62
9/24/2019 16:00:00,118.4
9/25/2019 16:00:00,118.47
9/26/2019 16:00:00,118.3
9/27/2019 16:00:00,118.45
9/30/2019 16:00:00,118.68
10/1/2019 16:00:00,117.85
10/2/2019 16:00:00,116.12
10/3/2019 16:00:00,116.31
10/4/2019 16:00:00,118.16
10/7/2019 16:00:00,117.23
10/8/2019 16:00:00,117.58
10/9/2019 16:00:00,118.93
10/10/2019 16:00:00,119.61
10/11/2019 16:00:00,120.24
10/14/2019 16:00:00,119.17
10/15/2019 16:00:00,119.53
10/16/2019 16:00:00,119.42
10/17/2019 16:00:00,119.84
10/18/2019 16:00:00,119.14
10/21/2019 16:00:00,119.74
10/22/2019 16:00:00,119.58
10/23/2019 16:00:00,119.35
10/24/2019 16:00:00,119.1
10/25/2019 16:00:00,119.04
10/28/2019 16:00:00,119.22
10/29/2019 16:00:00,117.15
10/30/2019 16:00:00,118.1
10/31/2019 16:00:00,117.26
11/1/2019 16:00:00,117.62
11/4/2019 16:00:00,117.57
11/5/2019 16:00:00,118.86
11/6/2019 16:00:00,119.5
11/7/2019 16:00:00,120.23
11/8/2019 16:00:00,119.44
11/11/2019 16:00:00,119.04
11/12/2019 16:00:00,119.12
11/13/2019 16:00:00,120.98
11/14/2019 16:00:00,120.65
11/15/2019 16:00:00,118.87
11/18/2019 16:00:00,120.25
11/19/2019 16:00:00,119.89
11/20/2019 16:00:00,119.13
11/21/2019 16:00:00,119.86
11/22/2019 16:00:00,119.36
11/25/2019 16:00:00,118.92
11/26/2019 16:00:00,119.19
11/27/2019 16:00:00,118.76
11/29/2019 13:00:00,119.09
12/2/2019 16:00:00,119.28
12/3/2019 16:00:00,118.67
12/4/2019 16:00:00,118.69
12/5/2019 16:00:00,118.66
12/6/2019 16:00:00,119.78
12/9/2019 16:00:00,119.36
12/10/2019 16:00:00,119.14
12/11/2019 16:00:00,119
12/12/2019 16:00:00,119.76
12/13/2019 16:00:00,120.29
12/16/2019 16:00:00,120.54
12/17/2019 16:00:00,121.28
12/18/2019 16:00:00,119.86
12/19/2019 16:00:00,120.08
12/20/2019 16:00:00,120.29
12/23/2019 16:00:00,119.03
12/24/2019 13:00:00,119.51
12/26/2019 16:00:00,119.52
12/27/2019 16:00:00,119.59
12/30/2019 16:00:00,119.4
12/31/2019 16:00:00,118.84
1/2/2020 16:00:00,118.94
1/3/2020 16:00:00,117.89
1/6/2020 16:00:00,117.65
1/7/2020 16:00:00,116.56
1/8/2020 16:00:00,116.16
1/9/2020 16:00:00,117.36
1/10/2020 16:00:00,116.38
1/13/2020 16:00:00,115.88
1/14/2020 16:00:00,116.18
1/15/2020 16:00:00,115.28
1/16/2020 16:00:00,115.9
1/17/2020 16:00:00,114.96
1/21/2020 16:00:00,115.59
1/22/2020 16:00:00,116.1
1/23/2020 16:00:00,115.81
1/24/2020 16:00:00,114.37
1/27/2020 16:00:00,115.86
1/28/2020 16:00:00,116.6
1/29/2020 16:00:00,115.89
1/30/2020 16:00:00,116.58
1/31/2020 16:00:00,114.49
2/3/2020 16:00:00,114.27
2/4/2020 16:00:00,115.27
2/5/2020 16:00:00,116.81
2/6/2020 16:00:00,116.31
2/7/2020 16:00:00,116.45
2/10/2020 16:00:00,115.25
2/11/2020 16:00:00,115.4
2/12/2020 16:00:00,115.85
2/13/2020 16:00:00,117.44
2/14/2020 16:00:00,117.89
2/18/2020 16:00:00,119.63
2/19/2020 16:00:00,117.68
2/20/2020 16:00:00,117.69
2/21/2020 16:00:00,118.58
2/24/2020 16:00:00,116.32
2/25/2020 16:00:00,114.39
2/26/2020 16:00:00,113.78
2/27/2020 16:00:00,110.4
2/28/2020 16:00:00,107.68
3/2/2020 16:00:00,115.88
3/3/2020 16:00:00,112.91
3/4/2020 16:00:00,116.77
3/5/2020 16:00:00,115.92
3/6/2020 16:00:00,117.23
3/9/2020 16:00:00,117.16
3/10/2020 16:00:00,119.79
3/11/2020 16:00:00,114.43
3/12/2020 16:00:00,104.05
3/13/2020 16:00:00,114.1
3/16/2020 16:00:00,106.76
3/17/2020 16:00:00,119.26
3/18/2020 16:00:00,122.58
3/19/2020 16:00:00,119.45
3/20/2020 16:00:00,113.97
3/23/2020 16:00:00,114.28
3/24/2020 16:00:00,115.03
3/25/2020 16:00:00,109.4
3/26/2020 16:00:00,109.82
3/27/2020 16:00:00,109.58
3/30/2020 16:00:00,115.19
3/31/2020 16:00:00,113.62
4/1/2020 16:00:00,114.14
4/2/2020 16:00:00,118.65
4/3/2020 16:00:00,119.48
4/6/2020 16:00:00,126.07
4/7/2020 16:00:00,121.99
4/8/2020 16:00:00,121.84
4/9/2020 16:00:00,121.8
4/13/2020 16:00:00,125.3
4/14/2020 16:00:00,129
4/15/2020 16:00:00,128.76
4/16/2020 16:00:00,132.33
4/17/2020 16:00:00,132.12
4/20/2020 16:00:00,129.85
4/21/2020 16:00:00,129.21
4/22/2020 16:00:00,131.59
4/23/2020 16:00:00,128.53
4/24/2020 16:00:00,129.44
4/27/2020 16:00:00,128.3
4/28/2020 16:00:00,128
4/29/2020 16:00:00,123.6
4/30/2020 16:00:00,121.55
5/1/2020 16:00:00,122.92
5/4/2020 16:00:00,123.7
5/5/2020 16:00:00,124.73
5/6/2020 16:00:00,123.3
5/7/2020 16:00:00,121.89
5/8/2020 16:00:00,122.94
5/11/2020 16:00:00,123.67
5/12/2020 16:00:00,123.78
5/13/2020 16:00:00,123.71
5/14/2020 16:00:00,123.42
5/15/2020 16:00:00,125.94
5/18/2020 16:00:00,127.66
5/19/2020 16:00:00,124.95
5/20/2020 16:00:00,125.45
5/21/2020 16:00:00,124.99
5/22/2020 16:00:00,124.33
5/26/2020 16:00:00,123.86
5/27/2020 16:00:00,122.48
5/28/2020 16:00:00,123.69
5/29/2020 16:00:00,124.06
6/1/2020 16:00:00,123.96
6/2/2020 16:00:00,123.94
6/3/2020 16:00:00,123.47
6/4/2020 16:00:00,122.11
6/5/2020 16:00:00,121.56
6/8/2020 16:00:00,121.24
6/9/2020 16:00:00,121.35
6/10/2020 16:00:00,121.16
6/11/2020 16:00:00,120.09
6/12/2020 16:00:00,117.74
6/15/2020 16:00:00,118.08
6/16/2020 16:00:00,119.65
6/17/2020 16:00:00,119.03
6/18/2020 16:00:00,117.99
6/19/2020 16:00:00,119.85
6/22/2020 16:00:00,121.68
6/23/2020 16:00:00,121.07
6/24/2020 16:00:00,120.3
6/25/2020 16:00:00,119.71
6/26/2020 16:00:00,118.32
6/29/2020 16:00:00,119.06
6/30/2020 16:00:00,119.78
7/1/2020 16:00:00,119.69
7/2/2020 16:00:00,119.21
7/6/2020 16:00:00,118.89
7/7/2020 16:00:00,126.95
7/8/2020 16:00:00,124.44
7/9/2020 16:00:00,127.75
7/10/2020 16:00:00,130.68
7/13/2020 16:00:00,129.52
7/14/2020 16:00:00,132.01
7/15/2020 16:00:00,132
7/16/2020 16:00:00,132.2
7/17/2020 16:00:00,131.74
7/20/2020 16:00:00,131.47
7/21/2020 16:00:00,132.33
7/22/2020 16:00:00,132.66
7/23/2020 16:00:00,131.64
7/24/2020 16:00:00,131.24
7/27/2020 16:00:00,131.21
7/28/2020 16:00:00,131.76
7/29/2020 16:00:00,130.69
7/30/2020 16:00:00,130.12
7/31/2020 16:00:00,129.4
8/3/2020 16:00:00,129.3
8/4/2020 16:00:00,131.64
8/5/2020 16:00:00,129.81
8/6/2020 16:00:00,129.35
8/7/2020 16:00:00,129.97
8/10/2020 16:00:00,131.88
8/11/2020 16:00:00,130.2
8/12/2020 16:00:00,131.89
8/13/2020 16:00:00,131.85
8/14/2020 16:00:00,132.6
8/17/2020 16:00:00,135.6
8/18/2020 16:00:00,134.71
8/19/2020 16:00:00,132.41
8/20/2020 16:00:00,130.57
8/21/2020 16:00:00,131.63
8/24/2020 16:00:00,131.33
8/25/2020 16:00:00,130.63
8/26/2020 16:00:00,130.7
8/27/2020 16:00:00,136.63
8/28/2020 16:00:00,140.3
8/31/2020 16:00:00,138.85
9/1/2020 16:00:00,147.59
9/2/2020 16:00:00,147.68
9/3/2020 16:00:00,144.54
9/4/2020 16:00:00,142.83
9/8/2020 16:00:00,138.45
9/9/2020 16:00:00,139.89
9/10/2020 16:00:00,136.81
9/11/2020 16:00:00,136.7
9/14/2020 16:00:00,137.32
9/15/2020 16:00:00,137.36
9/16/2020 16:00:00,136.26
9/17/2020 16:00:00,136.69
9/18/2020 16:00:00,135.29
9/21/2020 16:00:00,137.07
9/22/2020 16:00:00,138.31
9/23/2020 16:00:00,135.99
9/24/2020 16:00:00,136.7
9/25/2020 16:00:00,137.27
9/28/2020 16:00:00,137.25
9/29/2020 16:00:00,137.14
9/30/2020 16:00:00,139.91
10/1/2020 16:00:00,143.08
10/2/2020 16:00:00,140.5
10/5/2020 16:00:00,141.8
10/6/2020 16:00:00,140.63
10/7/2020 16:00:00,140.89
10/8/2020 16:00:00,141.36
10/9/2020 16:00:00,142.78
10/12/2020 16:00:00,144.25
10/13/2020 16:00:00,146.23
10/14/2020 16:00:00,143.94
10/15/2020 16:00:00,144.53
10/16/2020 16:00:00,144.71
10/19/2020 16:00:00,142.95
10/20/2020 16:00:00,143.9
10/21/2020 16:00:00,144.4
10/22/2020 16:00:00,143.55
10/23/2020 16:00:00,143.85
10/26/2020 16:00:00,142.16
10/27/2020 16:00:00,142.87
10/28/2020 16:00:00,140.04
10/29/2020 16:00:00,139.92
10/30/2020 16:00:00,138.75
11/2/2020 16:00:00,140.4
11/3/2020 16:00:00,142.78
11/4/2020 16:00:00,141.96
11/5/2020 16:00:00,143.47
11/6/2020 16:00:00,145.77
11/9/2020 16:00:00,143.54
11/10/2020 16:00:00,145.56
11/11/2020 16:00:00,147.98
11/12/2020 16:00:00,148.23
11/13/2020 16:00:00,150.54
11/16/2020 16:00:00,152.44
11/17/2020 16:00:00,149.37
11/18/2020 16:00:00,149.09
11/19/2020 16:00:00,152.12
11/20/2020 16:00:00,150.24
11/23/2020 16:00:00,150.93
11/24/2020 16:00:00,151.36
11/25/2020 16:00:00,151.83
11/27/2020 13:00:00,151.6
11/30/2020 16:00:00,152.79
12/1/2020 16:00:00,152.64
12/2/2020 16:00:00,150.52
12/3/2020 16:00:00,149.3
12/4/2020 16:00:00,148.91
12/7/2020 16:00:00,148.11
12/8/2020 16:00:00,149.45
12/9/2020 16:00:00,148.27
12/10/2020 16:00:00,147.04
12/11/2020 16:00:00,147
12/14/2020 16:00:00,145.65
12/15/2020 16:00:00,145.58
12/16/2020 16:00:00,145.43
12/17/2020 16:00:00,146.1
12/18/2020 16:00:00,145.95
12/21/2020 16:00:00,145.97
12/22/2020 16:00:00,144.2
12/23/2020 16:00:00,143.22
12/24/2020 13:00:00,143.5
12/28/2020 16:00:00,145.22
12/29/2020 16:00:00,144.3
12/30/2020 16:00:00,144.18
12/31/2020 16:00:00,144.15
1/4/2021 16:00:00,146.53
1/5/2021 16:00:00,145.75
1/6/2021 16:00:00,146.66
1/7/2021 16:00:00,146.65
1/8/2021 16:00:00,146.63
1/11/2021 16:00:00,147.29
1/12/2021 16:00:00,148.97
1/13/2021 16:00:00,147.45
1/14/2021 16:00:00,146.97
1/15/2021 16:00:00,144.64
1/19/2021 16:00:00,143.39
1/20/2021 16:00:00,145.51
1/21/2021 16:00:00,144.85
1/22/2021 16:00:00,146.33
1/25/2021 16:00:00,146.2
1/26/2021 16:00:00,147.51
1/27/2021 16:00:00,143.84
1/28/2021 16:00:00,143.75
1/29/2021 16:00:00,140.49
2/1/2021 16:00:00,139.27
2/2/2021 16:00:00,140.77
2/3/2021 16:00:00,141.2
2/4/2021 16:00:00,142.53
2/5/2021 16:00:00,144.36
2/8/2021 16:00:00,145.03
2/9/2021 16:00:00,145.83
2/10/2021 16:00:00,144.13
2/11/2021 16:00:00,144.02
2/12/2021 16:00:00,144.47
2/16/2021 16:00:00,145.66
2/17/2021 16:00:00,147.2
2/18/2021 16:00:00,137.66
2/19/2021 16:00:00,138.34
2/22/2021 16:00:00,137.69
2/23/2021 16:00:00,135.47
2/24/2021 16:00:00,133.21
2/25/2021 16:00:00,131.95
2/26/2021 16:00:00,129.92
3/1/2021 16:00:00,131.37
3/2/2021 16:00:00,130.11
3/3/2021 16:00:00,127.59
3/4/2021 16:00:00,127.53
3/5/2021 16:00:00,129.12
3/8/2021 16:00:00,127.88
3/9/2021 16:00:00,128.89
3/10/2021 16:00:00,132.18
3/11/2021 16:00:00,132.13
3/12/2021 16:00:00,134.12
3/15/2021 16:00:00,133.43
3/16/2021 16:00:00,133.39
3/17/2021 16:00:00,132.28
3/18/2021 16:00:00,130.01
3/19/2021 16:00:00,131.74
3/22/2021 16:00:00,132.37
3/23/2021 16:00:00,133.94
3/24/2021 16:00:00,133.11
3/25/2021 16:00:00,134.01
3/26/2021 16:00:00,135.13
3/29/2021 16:00:00,136.67
3/30/2021 16:00:00,135.74
3/31/2021 16:00:00,135.83
4/1/2021 16:00:00,135.62
4/5/2021 16:00:00,139.43
4/6/2021 16:00:00,140.1
4/7/2021 16:00:00,139.8
4/8/2021 16:00:00,139.71
4/9/2021 16:00:00,139.78
4/12/2021 16:00:00,139.8
4/13/2021 16:00:00,139.37
4/14/2021 16:00:00,139.32
4/15/2021 16:00:00,140.16
4/16/2021 16:00:00,140.61
4/19/2021 16:00:00,139.71
4/20/2021 16:00:00,140.79
4/21/2021 16:00:00,141.2
4/22/2021 16:00:00,139.67
4/23/2021 16:00:00,139.9
4/26/2021 16:00:00,137.91
4/27/2021 16:00:00,138.38
4/28/2021 16:00:00,137.89
4/29/2021 16:00:00,139.63
4/30/2021 16:00:00,139.91
5/3/2021 16:00:00,142.12
5/4/2021 16:00:00,140.72
5/5/2021 16:00:00,140.6
5/6/2021 16:00:00,141.05
5/7/2021 16:00:00,140.2
5/10/2021 16:00:00,140.82
5/11/2021 16:00:00,139.55
5/12/2021 16:00:00,135.94
5/13/2021 16:00:00,138.24
5/14/2021 16:00:00,139.52
5/17/2021 16:00:00,138.89
5/18/2021 16:00:00,141.91
5/19/2021 16:00:00,141.92
5/20/2021 16:00:00,142.42
5/21/2021 16:00:00,141.75
5/24/2021 16:00:00,141.76
5/25/2021 16:00:00,142.34
5/26/2021 16:00:00,142.17
5/27/2021 16:00:00,141.69
5/28/2021 16:00:00,142.03
6/1/2021 16:00:00,141.66
6/2/2021 16:00:00,141.35
6/3/2021 16:00:00,141.6
6/4/2021 16:00:00,141.85
6/7/2021 16:00:00,140.9
6/8/2021 16:00:00,139.83
6/9/2021 16:00:00,139.08
6/10/2021 16:00:00,139.88
6/11/2021 16:00:00,140.75
6/14/2021 16:00:00,140.56
6/15/2021 16:00:00,140
6/16/2021 16:00:00,137.15
6/17/2021 16:00:00,137.72
6/18/2021 16:00:00,135.17
6/21/2021 16:00:00,136.4
6/22/2021 16:00:00,137.03
6/23/2021 16:00:00,135.96
6/24/2021 16:00:00,136.91
6/25/2021 16:00:00,138.53
6/28/2021 16:00:00,138.1
6/29/2021 16:00:00,137.3
6/30/2021 16:00:00,141.02
7/1/2021 16:00:00,139.32
7/2/2021 16:00:00,140.11
7/6/2021 16:00:00,139.94
7/7/2021 16:00:00,139.71
7/8/2021 16:00:00,139.59
7/9/2021 16:00:00,140.3
7/12/2021 16:00:00,140.05
7/13/2021 16:00:00,140.58
7/14/2021 16:00:00,141.55
7/15/2021 16:00:00,141.66
7/16/2021 16:00:00,141.56
7/19/2021 16:00:00,141.23
7/20/2021 16:00:00,141.87
7/21/2021 16:00:00,141.17
7/22/2021 16:00:00,141.27
7/23/2021 16:00:00,142.43
7/26/2021 16:00:00,142.63
7/27/2021 16:00:00,142.64
7/28/2021 16:00:00,142.06
7/29/2021 16:00:00,142.24
7/30/2021 16:00:00,142.55
8/2/2021 16:00:00,142.22
8/3/2021 16:00:00,143.82
8/4/2021 16:00:00,142.84
8/5/2021 16:00:00,145.49
8/6/2021 16:00:00,145.23
8/9/2021 16:00:00,145.58
8/10/2021 16:00:00,148.68
8/11/2021 16:00:00,150.01
8/12/2021 16:00:00,149.06
8/13/2021 16:00:00,149.53
8/16/2021 16:00:00,150.75
8/17/2021 16:00:00,150.7
8/18/2021 16:00:00,149.1
8/19/2021 16:00:00,150.11
8/20/2021 16:00:00,151.45
8/23/2021 16:00:00,150.45
8/24/2021 16:00:00,148.9
8/25/2021 16:00:00,148.96
8/26/2021 16:00:00,147.35
8/27/2021 16:00:00,146.52
8/30/2021 16:00:00,147.7
8/31/2021 16:00:00,148.1
9/1/2021 16:00:00,147.78
9/2/2021 16:00:00,148.56
9/3/2021 16:00:00,149.25
9/7/2021 16:00:00,147.27
9/8/2021 16:00:00,147.46
9/9/2021 16:00:00,146.42
9/10/2021 16:00:00,145.89
9/13/2021 16:00:00,145.06
9/14/2021 16:00:00,144.3
9/15/2021 16:00:00,144.55
9/16/2021 16:00:00,145.03
9/17/2021 16:00:00,144.73
9/20/2021 16:00:00,142.74
9/21/2021 16:00:00,143.02
9/22/2021 16:00:00,142.69
9/23/2021 16:00:00,142.77
9/24/2021 16:00:00,143.17
9/27/2021 16:00:00,142.25
9/28/2021 16:00:00,140.5
9/29/2021 16:00:00,140.44
9/30/2021 16:00:00,139.38
10/1/2021 16:00:00,137.05
10/4/2021 16:00:00,135.73
10/5/2021 16:00:00,136.62
10/6/2021 16:00:00,137.62
10/7/2021 16:00:00,139.24
10/8/2021 16:00:00,139.66
